ID,condition,condition_label,laplong,whichtalk,whichtalklabel,obj_raw,open_raw,obj_rawZ,open_rawZ,obj_index,open_index,obj_indexZ,open_indexZ,obj_index_prop,open_index_prop,wordcount,pltrigrams,ltrigrams,ptrigrams,threegramspercentl,threegramspercentp,relatedknowledge,laptopornotebook,betterlorn,lornchoicedepends,timereviewingnotes,otherthoughts,studyabout,year,concentration,gender_coded,race_ethnicity_coded,NFC_1,NFC_2,NFC_3R,NFC_4R,NFC_5R,NFC_6,NFC_7R,NFC_8R,NFC_9R,NFC_10,NFC_11,NFC_12R,NFC_13,NFC_14,NFC_15,NFC_16R,NFC_17R,NFC_18,NFC,values.completed,values.rspan,values.totalcorrectletters,values.sentencetotalerrors,values.sentencespeederrors,values.sentenceaccerrors,typingwpm,typingacc
46,1,longhand,-.5,3,ideas,5,4.83333333333333,1.03366034111092,1.23203841547177,4.16666666666667,3.66666666666667,1.0553197421363,1.1602379698366,.694444444444445,.916666666666667,254,37,2981,252,1.24119423012412,14.6825396825397,1,I usually take notes in a notebook because I find that when I'm writing things down I remember them better.,6,"Not necessarily, it depends more on the style of teaching whats being taught. If the teacher speaks really fast, I can type faster than I write so I may use my laptop instead. If the teacher has a lot of diagrams and visual representations, I'll use my notebook so I can draw and copy those down.",around half an hour for each chapter of information,-99,"I think this study relates to how people learn and how well typing vs. writing allows people to retain information, with a baseline of memory from the exercise where nothing is written down. It could also be about long term vs. short term memory",2018,Mechanical Engineering,1,3,0,2,3,3,4,2,1,0,-2,1,4,2,0,-2,2,4,2,2,28,0,68,74,3,1,2,83,97
47,1,longhand,-.5,4,indus,9.86666666666667,5.33333333333333,1.20503509475708,.576256190224336,5.93333333333333,3.53333333333333,1.22256499734995,.589475774774904,.988888888888889,.883333333333333,100,7,3011,98,.232480903354367,7.14285714285714,0,notebook for classes that allow me to reference my notes on tests,6,no,50% of study time,no,memory and connection to note taking,2018,ChBE,2,4,0,0,2,2,3,3,3,3,2,3,2,3,0,3,2,2,-3,3,33, , , , , , ,58,98
48,0,laptop,.5,4,indus,6.6,2.93333333333333,-.370786122300526,-1.21425411511557,3.06666666666667,2.26666666666667,-1.61907256405803,-1.13034878143296,.511111111111111,.566666666666667,304,55,3011,302,1.82663566921289,18.2119205298013,0,Laptop,4,No,2 hours,-99,Note taking,2019,-99,1,4,1,1,2,2,3,0,0,0,-1,2,0,1,1,1,2,-1,0,0,14,0,44,64,6,2,4,61,97
49,1,longhand,-.5,2,inequalities,5.63636363636364,4.5,.0289105255213122,.494029414388197,4.18181818181818,2.83333333333333,.715809921750936,.102426829158015,.836363636363636,.566666666666667,99,11,2456,97,.447882736156352,11.340206185567,2,"Depends on the class, I tend to use a laptop for ones where I have to write a lot really quickly but notebook for ones involving diagrams",5,Yes,"3-12 hours, depending on the class (obviously history requires more note review than math)","Every class should offer a choice. Professors that ban laptops are backwards thinking, it is the student's prerogative whether they want to inhibit their own learning even if it has been proven that laptops inhibit learning",How well information is retained based on method of note taking,2019,Cognitive and Brain Sciences,2,2,-1,1,1,0,2,0,3,0,2,0,0,2,1,3,2,1,-1,3,19, , , , , , ,89,97
50,1,longhand,-.5,1,islam,7.57214285714286,1.5,-.258684021532538,-1.56772843998118,4.92307692307692,1.07142857142857,.292275946297194,-2.09647839380474,.703296703296703,.357142857142857,145,7,2863,143,.244498777506112,4.89510489510489,1,"I normally take notes in a notebook, because my classes require drawing diagrams and math calculations that would be hard to note on a laptop.",5,"Yes- with humanities classes, I feel like they revolve around lectures that I find less focused on schematics. When I type on a laptop, I can take more notes down faster, which is what I usually need to do to retain information.","This depends on the subject. With classes that have lecture notes provided, I do not review my notes for more than 2 hours. For classes that do not have lecture notes provided, I can spend up to probably 5 hours reviewing notes.",I like the new way of note-taking that involves iPads and the stylus. This is really helpful for drawing out diagrams!,I think the study was about determining if college students' mindset towards thinking and learning affects how well they retain information.,2019,Environmental Engineering,1,2,1,3,2,0,1,2,2,2,1,1,4,3,0,2,2,0,1,0,27,0,43,66,7,6,1,71,99
51,0,laptop,.5,2,inequalities,6.09090909090909,5.08333333333333,.250943361524992,.930020989263741,3.09090909090909,3.66666666666667,-.487565532254285,.94481570447627,.618181818181818,.733333333333333,237,16,2456,235,.651465798045603,6.80851063829787,4,"A notebook - I can write faster and in a more flexible manner; going back to old topics, circling or underlining or drawing. Also In a math class you can't really do math on a laptop easily, and my other classes are very small and using laptops is not part of the culture of small seminar classes",5,"Yes - almost impossible to takes notes on a laptop for a math course. I take limited notes in a humanities course so most of my notes will be questions and my own thoughts that come to mind, which are more comfortably scribbled down than formally typed.",Maybe about an hour(?) depends on class; test; if there are other ways to study....,Depends on individuals -- a laptop can be a great tool esp for people with certain learning disabilities,How typing notes on a laptop can help one retain knowledge from a lecture -- not just immediate recall but retain knowledge after the mind has been occupied with other things,2019,"math, ILVS",1,4,0,3,4,1,4,1,-1,-4,0,-4,-2,4,-4,3,2,2,1,4,14,0,32,48,6,1,5,54,98
52,1,longhand,-.5,4,indus,5,5.53333333333333,-1.14261692249201,.725465382335994,3.14285714285714,3.66666666666667,-1.54354731325649,.770509938586258,.523809523809524,.916666666666667,125,11,3011,123,.365327133842577,8.94308943089431,0,"Notebook, it helps me remember what I wrote. Also I'm a slow typer, and sometimes I draw pictures or charts in place of words, easier on paper",6,Yes,"Depends on the test, probably 2-3 hours",-99,How students take notes and how that affects their cognitive abilities/memory,2019,History; International Relations,1,4,2,1,1,0,2,0,-1,-2,-1,3,3,2,2,2,3,-1,1,-2,15,0,44,60,0,0,0,61,99
53,1,longhand,-.5,1,islam,2.92384615384615,1.35714285714286,-2.02329047013309,-1.69653758849087,1.08333333333333,1.28571428571429,-2.79321940583371,-1.75969856944526,.154761904761905,.428571428571429,96,1,2863,94,.0349283967865875,1.06382978723404,1,-99,7,no,1hr,i like notebooks much better,note taking,2020,engineering,2,4,4,2,2,3,3,-2,3,-2,-2,3,4,4,-1,-2,2,-3,2,-3,17, , , , , , ,41,97
54,0,laptop,.5,2,inequalities,7,4.58333333333333,.695009033532351,.556313925084703,5,3.33333333333333,1.61834151225485,.607860154348968,1,.666666666666667,269,52,2456,267,2.11726384364821,19.4756554307116,2,Notebook- there have been studies that prove that information is better encoded when writing information down. Also I had a really big laptop that I didn't like to carry around.,7,no,40 mins,-99,"How taking notes on a notebook versus a laptop contributes to information retention, and how stressful tasks can impede this learning at recall.",2017,Psychology (sociology minor),1,4,0,1,-2,0,1,0,-2,-3,-2,-1,1,0,-2,-4,1,-1,-2,-2,-17, , , , , , ,72,99
55,1,longhand,-.5,5,algorithms,5.92307692307692,4.07692307692308,1.14594266297356,1.40117516748198,5,2.69230769230769,1.3857994579225,.825181381981277,.714285714285714,.897435897435897,66,8,2428,64,.329489291598023,12.5,2,"I prefer to take notes in on a notebook because I am less likely to be distracted. However, for some classes I take notes on my laptop when there is an extremely high volume of information because I can type faster than I can write by hand.",6,Yes.,A few hours for a big test.,One thing I dislike about taking notes on a notebook is that they are not as accessible or portable like my notes on a laptop are.,"Memory, note taking, study habits, and/or the effect of pressure on performance (because the typing and letter test was clearly trying to pressure me into performing well.)",2019,International Relations,2,4,3,4,3,3,3,4,3,2,4,4,4,4,4,2,4,0,2,3,56,0,16,42,2,0,2,64,96
56,1,longhand,-.5,5,algorithms,2,1.53846153846154,-2.00180815951884,-1.26467897820441,1.07692307692308,1.30769230769231,-1.89435156743266,-1.39515202726731,.153846153846154,.435897435897436,92,6,2428,90,.247116968698517,6.66666666666667,0,"Laptop - I am an aural learner and get distracted by taking notes by hand because it is much slower than typing. I have trouble synthesizing ideas and writing it down by hand while also listening to someone talk. I'd rather listen and get a general idea, then quickly type something down when there is a natural break in the lecture/conversation. Writing by hand also requires one to think about handwriting, spelling, and visually takes you away from the lecture. I can type without looking at the screen and know that spell check will correct most mistakes I make (or I can fix it later a lot quicker than erasing and rewriting)",4,Absolutely. If the course uses a lot of symbols or diagrams (like math) I take notes by hand. However math classes are also structured in a way in which it is easier to take notes - the professor will usually have equations or set examples rather than a large amount of text for you to interpret and write down.,Several hours.,"I know that studies have shown hand writing to be most effective for learning overall, however I think that is assuming people are visual learners or don't have any difficulties with writing.",Note taking/learning with notes by hand vs. distracted by laptop/other things,2017,Music and Clinical Psychology,1,2,3,3,3,3,4,3,1,2,-2,2,4,3,3,3,3,2,-1,3,42,0,59,65,2,0,2,77,99
57,1,longhand,-.5,5,algorithms,4.92307692307692,3.07692307692308,.343574806259813,.350990200999462,4,2.53846153846154,.549682529890791,.578477669842545,.571428571428571,.846153846153846,139,4,2428,137,.164744645799012,2.91970802919708,0,Notebook because I think the process of writing things down allows for more flexibility despite being slower and less neat than typing. Writing things down also helps build my memory of the topic.,6,"No, I alway use a notebook",~2 hours,if used properly a laptop would probably be the most effective way to take notes.,determining whether taking notes by hand or by computer is more effective and what strategies students use when taking notes are the most effective.,2019,Biochemistry,2,2,2,1,1,-1,-1,-1,-2,0,-2,3,2,1,-1,-1,1,-1,3,1,5,0,6,44,1,0,1,64,97
58,1,longhand,-.5,2,inequalities,3.5,4.18181818181818,-1.01464380369598,.256215828092446,3,2.90909090909091,-.587846820088053,.179007636005129,.6,.581818181818182,154,15,2456,152,.610749185667752,9.86842105263158,1,"I like to take notes in my notebook, because I am more focused on taking down exactly what is on the board.",5,I do not take many humanities courses.  Therefore I primarily use notebooks.,approx 2 hours,I think it really comes down to personal preferences.,Taking notes on a laptop vs. taking notes in a notebook,2019,Human Factors Engineering,1,4,3,3,3,-2,1,2,-1,-3,-2,2,2,1,3,3,3,-2,2,2,20, , , , , , ,62,99
59,0,laptop,.5,5,algorithms,4.92307692307692,2,.343574806259813,-.77997822444325,4,1.15384615384615,.549682529890791,-1.64185573940604,.571428571428571,.384615384615385,98,8,2428,96,.329489291598023,8.33333333333333,0,both but mostly notebook. because studies have shown one can memorize more,6,yes,1 -4 hours,just copying doesnt make sense but often there is no time to write down notes that would help more,memory,2019,IR and Psych,2,4,2,3,2,1,2,-2,2,3,2,2,2,2,2,3,2,3,2,3,36, , , , , , ,55,96
60,0,laptop,.5,4,indus,8.93333333333333,5.2,.754800461312048,.476783395483231,4.93333333333333,4,.231296080579722,1.22309534811464,.822222222222222,1,52,4,3011,50,.13284623048821,8,2,I normally take notes with a notebook because I don't think I can absorb the material as well if I'm distracted by my laptop. I think I learn more if I write on paper. Also my laptop is too big to carry around.,7,"No, always notebook",1-2 hours,"Always take notes in a notebook, never bring laptops to class","How effective different notetaking strategies are, such as using laptops",2019,Mechanical Engineering,2,2,3,2,2,1,1,0,0,-2,-2,1,2,1,-2,-1,2,-1,1,2,10, , , , , , ,75,97
61,1,longhand,-.5,5,algorithms,6.92307692307692,2.84615384615385,1.94831051968732,.108639824118881,6,2.69230769230769,2.22191638595421,.825181381981277,.857142857142857,.897435897435897,89,5,2428,87,.205930807248764,5.74712643678161,0,"Notebook- I can never focus if I take notes on my laptop, and don't actually learn/make connections like I do when I hand write my notes.",7,"No, altho it can be dependent on lecture size.","An hour, give or take.","In my experience, note taking in a notebook is far more productive than a laptop.",The differences if any in the way the mind learns from laptop based learning or notebook based learning,2018,Film & media studies,1,2,2,3,3,2,4,-3,-3,0,0,3,4,3,0,2,0,1,2,-1,22,0,75,75,0,0,0,64,99
62,1,longhand,-.5,4,indus,8.6,3.66666666666667,.594002377938823,-.667153744039484,5.6,3.2,.892142025093205,.136890365246518,.933333333333333,.8,157,30,3011,155,.996346728661574,19.3548387096774,1,"notebook. I find it easier. I can draw diagrams, etc.",4,Sometimes,most of my reviewing time is spent reviewing notes.,no,"How students take notes, and how/if they retain that information.",2019,Computer Science,2,2,-1,1,2,1,1,-1,0,0,0,2,2,2,0,2,0,1,1,2,15, , , , , , ,68,98
63,1,longhand,-.5,5,algorithms,4,2.61538461538462,-.397072446091342,-.1337105527617,3.08333333333333,2.46153846153846,-.216757987471607,.455125813773179,.44047619047619,.82051282051282,73,7,2428,71,.28830313014827,9.85915492957746,3,Laptop for most classes because I can write more down. Notebook for economics because I can't write graphs on Word.,5,Yes. I take laptop notes for humanities classes.,A few hours.,No,Something about the effectiveness of note taking on paper vs. on a laptop.,2019,International Relations (concentration in Finance),2,5,-4,2,2,2,3,2,1,0,-1,3,3,2,2,3,1,0,2,2,25, , , , , , ,71,98
64,1,longhand,-.5,2,inequalities,4.25,4.08333333333333,-.648289624289911,.182606860905665,3.25,2.66666666666667,-.31207327854519,-.0660509459056365,.65,.533333333333333,114,1,2456,112,.0407166123778502,.892857142857143,3,"Usually a notebook because I prefer hand written notes. Also, many English professors prohibit the use of laptops in class. However, for some environmental lecture classes, I find it easier to take notes on my laptop because most of my learning occurs during class lectures and not from homework readings. It is easier to take more notes on my laptop.",6,"Yes. As mentioned before, in humanities classes it is better to use hand notes. That is also true for math classes.",Probably 2 - 3 hours.,Using a notebook forces me to synthesize info before writing it down. Whereas when using a laptop I sometimes just repeat word-for-word what is being said (and don't internalize the information before writing).,How different methods of note taking influence learning outcomes.,2017,Environmental Studies and English,1,4,-2,1,2,2,3,1,0,1,-1,3,3,2,1,-2,1,1,1,1,18,0,23,48,4,0,4,64,97
65,0,laptop,.5,2,inequalities,4.25,3,-.648289624289911,-.627091778148916,3.83333333333333,2,.331398318388157,-.739962046160241,.766666666666667,.4,83,1,2456,81,.0407166123778502,1.23456790123457,1,notebook to allow non-word notes to be taken easily. Ease of shorthand when writing in a notebook. Also for muscle memory since most exams are written and not typed.,5,No,A few hours over the course of the week.,"Laptops allow for better post lecture organization, but ideally a combination of the two would be ideal. Taking hand written notes in lecture and then typing up and organizing the notes would be the most beneficial to most students in my opinion.",Note taking habits compared to memorization.,2018,English,2,3,2,2,4,2,2,2,2,2,-1,3,2,1,2,3,3,1,2,3,37,0,56,71,3,0,3,45,96
66,1,longhand,-.5,1,islam,3.84692307692308,2.07142857142857,-1.67286802617407,-1.05249184594242,3,2.07142857142857,-1.25304726845952,-.5248392134605,.428571428571429,.69047619047619,103,19,2863,101,.663639538945162,18.8118811881188,0,"notebook, it's happened more than 3 times, and thus is tradition",4,No,None,No,Taking notes,2019,Engineering,2,4,2,-4,-4,-2,-1,-4,-4,-2,-2,3,1,-1,-3,-1,2,-2,-1,1,-22,1,46,67,12,0,12,78,99
67,1,longhand,-.5,1,islam,4.28642857142857,1.76923076923077,-1.5060210541962,-1.32497273702061,3.46153846153846,1.53846153846154,-.882169696917907,-1.36247108430331,.494505494505494,.512820512820513,36,2,2863,34,.069856793573175,5.88235294117647,1,barely. usually just a few words or sentences,4,nah,not much time,pros and cons to each,multitasking?,2019,biology,2,4,0,4,4,4,4,0,2,2,4,3,4,4,4,4,4,4,4,0,55, , , , , , ,66,97
68,1,longhand,-.5,2,inequalities,5.5,2.58333333333333,-.0376993252797918,-.938514331631447,4.41666666666667,1.91666666666667,.974869915321504,-.824200933692066,.883333333333333,.383333333333333,80,6,2456,78,.244299674267101,7.69230769230769,4,About half and half - it depends on the class and how quickly the professor speaks,6,No,Very little,"Handwritten notes are likely more helpful, but both are good",The effect of note taking style on memory and recall,2019,"Economics, international relations",1,4,2,2,3,2,2,-1,2,1,1,3,3,1,3,3,2,-2,-1,3,29,0,23,44,0,0,0,45,98
69,0,laptop,.5,4,indus,6.66666666666667,5.46666666666667,-.338626505625881,.675728984965442,4.93333333333333,3.53333333333333,.231296080579722,.589475774774904,.822222222222222,.883333333333333,199,27,3011,197,.896712055795417,13.7055837563452,0,I usually take notes in a notebook because writing things down helps me to remember and digest the information more thoroughly. I type up a study guide from my notes when it comes time for an exam.,5,"For the most part, I take humanities classes, so I prefer taking notes in a notebook. However, it depends on the professor and the layout of the class. If the professor talks fast or there is a lot of information on the powerpoint slide, I can type faster than I can write. But I know that I prefer hand writing and then typing them up later.","Again, it depends on the class. I type up a master study guide, review and highlight that, and then usually like to talk to classmates and discuss the material and ask questions to confirm that I know the information. For a French exam, I will typically take about 4 hours to study and practice the material.","I can type faster than I can write which is good for a fast moving class, but I can get distracted by FB or the internet. I definitely pay more attention when taking notes in a notebook.",I think this study is about how students are most effectively able to take notes and digest information from a lecture and whether completing different tasks on the computer might distract from the information in the lecture.,2019,Film and Media Studies,1,4,2,2,2,3,3,1,2,3,-1,0,2,2,0,2,1,-1,2,2,27,0,61,70,1,0,1,64,97
70,1,longhand,-.5,3,ideas,5,5,1.03366034111092,1.44853078879748,4,3.16666666666667,.915251080457606,.19141577842446,.666666666666667,.791666666666667,172,16,2981,170,.536732640053673,9.41176470588235,2,"I usually take notes on a notebook. I took social psychology with Sam Sommers, who banned laptops in his class because research has shown that students retain information more effectively if they write by hand. I had noticed that I often got distracted by my computer in my other classes, and I found that taking notes by hand in social psych was very effective and I retained information more easily and enjoyed class more. That semester I made the switch over to notes by hand for all of my classes.",7,"No - I have found that I can take notes by hand effectively in almost any course. In math and science it's nice to be able to write freeform on paper instead of figuring out where math symbols are on my keyboard. In humanities, writing by hand forces me to synthesize the vast information that is being told to me and choose what is most important to write down, because I can't write fast enough to copy word for word. This makes me more engaged in the learning process than typing, which makes it tempting to just type down verbatim what they professor says.","I typically review all my notes and condense the absolute most important information for the test onto one sheet of printer paper, front and back. I do this even when I am not allowed a cheat sheet because condensing information further makes it easier to memorize. This typically takes about 4 hours.",Notebooks are great!,I think it's about informational retention on notebooks versus on screens. The amount of information from the TED talk that we could remember will be compared with how well we did on the sentence and letter tests.,2017,"International Relations (global health, nutrition and environment concentration); Community Health; Spanish (triple major)",1,4,3,3,3,3,4,2,4,1,4,2,4,4,3,4,4,3,3,2,56,0,68,73,1,0,1,-99,-99
71,1,longhand,-.5,4,indus,6.73333333333333,3.6,-.306466888951236,-.716890141410037,4.26666666666667,2.46666666666667,-.429549863933762,-.858797535715932,.711111111111111,.616666666666667,152,14,3011,150,.464961806708735,9.33333333333333,1,"Normally in my laptop, because it helps me get down every word the professor says if they are speaking quickly. It also allows me to double-task and write some emails during class time",6,"Yes - I always take hand written notes in math courses, but I tend to try to get all the words in the lecture precisely right in a humanities course","depends on the test, but usually 5-10 hours",-99,"I think it is about which note taking strategies help most with deep learning, and that the letter and sentence tasks were distractions to test whether I've converted the information from working memory to deeper form of memory. Maybe!",2018,Clinical Psychology,1,4,1,1,2,-1,2,-2,2,-1,-1,1,1,2,-1,0,1,-1,2,3,11,0,46,67,7,0,7,67,97
72,1,longhand,-.5,2,inequalities,5.75,1.91666666666667,.0844187345222319,-1.4367904172035,3.75,1.16666666666667,.239473804540536,-1.5823509214785,.75,.233333333333333,119,13,2456,117,.529315960912052,11.1111111111111,3,In a notebook. I write faster than I type and I get distracted by my laptop.,6,No,a few hours,no,best ways of retaining information,2019,Psychology,1,4,-3,1,-1,1,3,-1,1,1,-2,1,2,2,-2,3,-1,1,-1,1,6,0,62,71,3,0,3,50,99
73,0,laptop,.5,4,indus,3,3.53333333333333,-2.10740542273135,-.76662653878059,2.86666666666667,2.06666666666667,-1.81732634741208,-1.40190002715,.477777777777778,.516666666666667,79,12,3011,77,.39853869146463,15.5844155844156,0,"notebook, i like to draw pictures and it's easier in a notebook",5,"if the slides are not posted and the professor talks to fast i use a laptop, if i have to draw pictures and numbers i use a notebook",4hours,professors should make their classes and lectures so people are incentivized to use a notebook,if note taking on a laptop is good enough for learning,2019,biomedical engineering,2,5,4,4,4,4,4,3,4,-4,3,4,4,-4,4,4,4,1,3,4,50, , , , , , ,82,96
74,0,laptop,.5,3,ideas,5.25,4.18181818181818,1.20701102170786,.385750047016719,4.33333333333333,3.18181818181818,1.195388403815,.22077402664907,.722222222222222,.795454545454545,181,35,2981,179,1.17410265011741,19.5530726256983,1,"Depends on the class, but usually notebook. Laptop is distracting",4,I only take humanities courses but I would never be able to use a laptop for math or science,N/a,"I think one is not better than the other. Because everyone's brain is wired differently, one method may be advantageous for someone and less useful for another. There is really no way to compare.",Trying to determine whether taking notes with a laptop or notebook is more effective in learning/understanding/absorbing material.,2017,American Studies,1,4,3,3,4,4,4,-3,4, ,1,-99,-99, ,-99,-99,-99, , ,-99, , , , , , , ,58,96
75,0,laptop,.5,2,inequalities,9.16666666666667,4.83333333333333,1.75336555181656,.743167457174222,5,2.91666666666667,1.61834151225485,.18666571668984,1,.583333333333333,527,116,2456,525,4.72312703583062,22.0952380952381,3,I take it on a laptop because when I study for midterms and exams I have my notes in a more organized way and am able to retain more information.,3,Yes. Humanities it is better to take notes on a laptop while science or math course it is better to take it on a notebook.,7 hours,I think it very much depends on whether or not you have short or long term memory. For people with short term memory writing things down on a laptop can help because then you can review your notes again.,Whether taking notes on a laptop or notebook makes you retain more information for tests.,2017,International Relations,1,4,3,3,3,2,2,0,1,-1,0,2,3,4,4,3,3,-1,2,2,35, , , , , , ,68,99
76,0,laptop,.5,1,islam,9.85714285714286,3,.60875753661769,-.215232380629438,5,1.85714285714286,.354088874887463,-.86161903781998,.714285714285714,.619047619047619,339,30,2863,337,1.04785190359762,8.90207715133531,2,notebook. i'm rarely allowed to use a laptop in class.,4,"if i had the chance to, i would use my laptop more to take notes in a humanities or a science class. it is harder to use in a math or engineering course.",not long. I mostly do problems and read back through the textbook.,I don't think it makes a huge difference as long as you are not distracted by other applications on your computer.,Taking notes on a device versus writing down notes by hand and how the two affect cognition.,2018,Mechanical Engineering,2,4,2,3,2,1,-1,2,-3,-2,0,3,3,3,3,2,3,2,-1,3,25, , , , , , ,57,98
77,1,longhand,-.5,5,algorithms,4.07692307692308,2.84615384615385,-.335351841728746,.108639824118881,3.15384615384615,2.61538461538462,-.157801024597576,.701829525911911,.450549450549451,.871794871794872,133,11,2428,131,.453047775947282,8.3969465648855,1,First on a laptop (so I can make sure to get all the material down) then in a notebook so I actually retain the information,5,"Yes - I would only take notes in a notebook for a science or math course. Because lectures typically contain much more material in humanities courses, I would choose a laptop.",4-6 hours,"I took a Social Psych course in which the instructor explained how and why laptop notes are better for retention. Since then I've made more of an effort to take notes by hand, when it's feasible.",Whether people who are accustomed to hand-writted notes retain information better when taking notes by hand than those who usually take notes on a laptop.,2017,"International Relations, French Studies",2,4,3,3,3,2,2,1,1,0,1,1,3,3,2,2,-2,2,3,2,32,0,63,68,0,0,0,79,97
78,1,longhand,-.5,2,inequalities,3,5.91666666666667,-1.25887992330003,1.5528660962288,3,4.41666666666667,-.587846820088053,1.7029656922627,.6,.883333333333333,103,3,2456,101,.12214983713355,2.97029702970297,3,Notebook because it's easier for me to remember what I wrote off the top of my head than it is for what I typed. I also frequently need to write equations or graphs that I cannot easily/quickly do on my laptop,7,No,4-5 hours,-99,The efficacy of manual notetaking and how well people remember what they wrote despite going through a simulated stressful situation,2019,Quantitative Economics,2,4,-2,3,3,4,3,2,2,2,2,3,3,4,2,2,3,3,3,3,45, , , , , , ,74,98
79,0,laptop,.5,5,algorithms,4.92307692307692,3.84615384615385,.343574806259813,1.1588247906014,4,2.76923076923077,.549682529890791,.948533238050643,.571428571428571,.923076923076923,67,7,2428,65,.28830313014827,10.7692307692308,3,On my notebook. Usually I only write down things that aren't covered in the lecture slides...further examples or helpful notes,6,Yes,30 mins,Notebook is better for math related subjects,Note taking/ memory,2018,Economics,2,1,2,3,3,1,2,-1,-3,-4,-2,2,2,3,2,4,2,-4,-2,0,10, , , , , , ,55,96
80,1,longhand,-.5,5,algorithms,2.07692307692308,1.30769230769231,-1.94008755515625,-1.50702935508499,1.15384615384615,1.30769230769231,-1.83003488066099,-1.39515202726731,.164835164835165,.435897435897436,273,74,2428,271,3.04777594728171,27.3062730627306,0,"Both - it depends on the speed of the lecture. I used to only take notes in a notebook, because I felt less distracted and more capable of paying attention to the lecture without a screen in front of me, but am currently taking all of my lecture notes on a computer, so I am able to record what a professor says and put together midterm study guides more efficiently.",6,Nope,2 hours - I usually condense my notes into a study guide and spend 3-4 hours reviewing that,-99,"I think it's building upon the study that proves that more information is internalized when paper notes are taken, rather than computer notes, and that students using notebooks have a better grasp of theoretical concepts than students using computers.",2017,Psychology,1,2,2,4,3,2,3,-1,1,0,-4,4,3,2,4,2,3,2,2,2,34,0,62,73,1,0,1,90,97
81,1,longhand,-.5,4,indus,7.13333333333333,5.33333333333333,-.113509188903366,.576256190224336,4.93333333333333,3.86666666666667,.231296080579722,1.04206118430329,.822222222222222,.966666666666667,144,8,3011,142,.26569246097642,5.63380281690141,0,"In a notebook because we often aren't allowed laptops in class, also because I like writing things down, it's easier to concentrate and draw diagrams/figures",6,"Yes, for math and science courses, it's a lot easier and faster to just write out formulas and draw out diagrams than to configure them on a computer, but in humanities it doesn't really matter as much, though I still use a notebook for humanities","Depending on the test, anywhere from 8 hours to 2 hours",Nope,I think you're researching how people take notes and how well that works for them as a study/memorization/learning tactic,2018,Mechanical Engineering,1,2,1,2,2,1,3,1,0,-3,-1,3,3,3,3,2,2,2,3,0,27,0,68,73,7,0,7,55,97
82,1,longhand,-.5,1,islam,9,4.14285714285714,.28336526722717,.815240807448078,4.92307692307692,2.92857142857143,.292275946297194,.82228008397742,.703296703296703,.976190476190476,243,17,2863,241,.593782745371987,7.05394190871369,1,"Laptop; I usually type faster on my laptop and it gives me the freedom to move my notes about if necessary; it also means that I can look up terms that the professor might not have defined well enough. I have professors that prefer written notes and I will do that, I also definitely take math notes on paper.",3,"I did mention it in my answer above, but I never take math notes on my laptop; it doesn't work as well and I wouldn't recommend it. Humanities and the few science courses I've taken have all been on my laptop for the most part and I will continue that trend.","I'm not always the best at keeping up on my class readings, so I often do rely on the notes I take pretty heavily. Though I will also study with classmates and utilize their notes as well.","I've had professors link articles and state that paper notes are infinitely better for retaining information, but in the end for me, the more information I can record [laptop], the more I have to look back upon later for a more rounded understanding of the class.","I assume the study revolves somewhat around note-taking and how that information is retained for later; there were quite a few activities between the TED Talk and the questions relating to that information, many of which required memorization, which I assume was used to throw an individual somewhat off their game in regards to information they picked up during the video.",2018,Archaeology and Anthropology,1,4,2,2,2,2,1,1,-1,-1,-1,3,3,3,2,3,1,1,1,2,26,0,68,72,0,0,0,63,97
83,0,laptop,.5,5,algorithms,3.84615384615385,.769230769230769,-.520513654816534,-2.07251356780635,2,.769230769230769,-1.12255132617262,-2.25861501975287,.285714285714286,.256410256410256,68,19,2428,66,.782537067545305,28.7878787878788,0,Notebook because a laptop distracts me,5,"If I would need to write formulas or make drawings I would definitely use a notebook (science, math). For humanities using a laptop would be okay because I'd only be writing words.",A few hours.,No,Paying attention in lectures/retaining information,2017,Sociology,1,4,-2,0,0,-1,-2,-3,-1,0,0,1,-1,-1,-2,-2,1,-3,1,1,-14,0,47,63,2,1,1,105,98
84,0,laptop,.5,1,islam,10.4615384615385,3,.838200803495621,-.215232380629438,4.84615384615385,2.71428571428571,.230463017706925,.48550025961794,.692307692307692,.904761904761905,228,23,2863,226,.803353126091512,10.1769911504425,3,Notebook--habit,6,Yes. Always notebook for science and math courses,3-4 hours,-99,"Memory retention (note taking ~30 minutes ago; then, tested on material without being able to reference notes)",2019,Economics; Politcal Science,2,4,3,4,4,4,4,1,2,3,-4,3,2,4,4,4,4,-3,-4,2,37, , , , , , ,63,98
85,0,laptop,.5,4,indus,7.33333333333333,5.86666666666667,-.0170303388794313,.974147369188758,4.53333333333333,3.53333333333333,-.165211486128369,.589475774774904,.755555555555555,.883333333333333,157,20,3011,155,.664231152441049,12.9032258064516,1,"It depends on the class. When the subject requires large volumes of notes (ex. con law), I do. But if the subject requires diagrams (ex. physics), I don't.",4,"Yes. See above. For math and science I do not think it's helpful, for humanities I do.",I review them once.,N/A,The efficacy of note-taking methods.,2018,Biology,1,3,2,4,3,2,3,2,2,2,2,3,3,3,2,4,2,0,2,2,43, , , , , , ,77,98
