laptoporlonghand,studyornostudy,group,number,wordcount,threegrams,lectureorder,Respiration,RF1,RF2,RSD1,RSD2,RC1,RC2,RIS1,RIS2,RID1,RID2,Bats,BAF1,BAF2,BSD1,BSD2,BC1,BC2,BIS1,BIS2,BID1,BID2,Bread,BRF1,BRF2,BRSD1,BRSD2,BRC1,BRC2,BRIS1,BRIS2,BRID1,BRID2,Vaccines,VF1,VF2,VSD1,VSD2,VC1,VC2,VIS1,VIS2,VID1,VID2,batsknowledge,vaccineknowledge,cyclonesknowledge,breadknowledge,respirationknowledge,describeknowledge,year,GPA,major,SATreading,SATmath,SATwriting,SATtotal,laptopornotebook,lornrecoded,lornrecoded2,differclasses,differclassesrecoded,typing,howlongreview,howlongreviewrecoded,otherthoughts,gender,english,white,black,asian,latino,native,hawaiian,arab,other,otherspecify,RSD1no99,RSD2no99,VF2no99,VC1no99,allfacts,alldetails,allconcepts,allinferences,allapplications,filter_$,score,SATimputed,respirationfacts,respirationdetails,respirationconcepts,respirationinferences,respirationapplications,batsfacts,batsdetails,batsconcepts,batsinferences,batsapplications,breadfacts,breaddetails,breadconcepts,breadinferences,breadapplications,vaccinefacts,vaccinedetails,vaccineconcepts,vaccineinferences,vaccineapplications,allrespiration,allbats,allbread,allvaccines,factsdetailsZ,consinfsappsZ,meanfactsdetails,meanconsinfsapps,scorenoseductivedetails,percentagescore,knowledgeindex,wordcountcentered,threegramscentered,wcmeansplit,threegramsmeansplit,wcmediansplit,threegramsmediansplit,Ztyping,typinginteraction,lornbinary,sumtotalscores,sumtotalfactual,sumtotalconceptual,ZRF1,ZRF2,ZRSD1no99,ZRSD2no99,ZRC1,ZRC2,ZRIS1,ZRIS2,ZRID1,ZRID2,ZBAF1,ZBAF2,ZBSD1,ZBSD2,ZBC1,ZBC2,ZBIS1,ZBIS2,ZBID1,ZBID2,ZBRF1,ZBRF2,ZBRSD1,ZBRSD2,ZBRC1,ZBRC2,ZBRIS1,ZBRIS2,ZBRID1,ZBRID2,ZVF1,ZVF2no99,ZVSD1,ZVSD2,ZVC1no99,ZVC2,ZVIS1,ZVIS2,ZVID1,ZVID2,meanfactualZ,meanconceptualZ,meantotalZ,rawtotal,rawconceptual,rawfactual,Zrawtotal,Zrawconceptual,Zrawfactual,factsindexsum,conceptsindexsum,totalindexsum,Zfactsindexsum,Zconceptsindexsum,Ztotalindexsum
0,1,2,529,1046,.11302682,1,1,0,0,1,0,0,0,.5,1,1,0,1,0,.166666666666,0,0,0,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,"Even though I listened to the lectures last week about all these topics, except for the tropical cyclones, my brain did not retain a single piece of information, thus showcasing my terrible performance on the test.",4,3.4,English,660,580,650,1890,"Notebook, because I don't want to waste the battery on my laptop",2,2,"Yes, I rarely take notes in an English class.", ,5,2 minutes, ,I think my handwriting is sloppy which is why I think notetaking in a laptop is better. Also my hand gets tired.,2,1, , ,1, , , , , , ,1,0,0,0,.0625,.125,.125,.25,.25,0,6.5,1890,0,.5,0,1,.5,.25,0,.5,0,0,0,0,0,0,0,0,0,0,0,.5,.4,.15,0,.1,-.714861183612696,-1.18646025103952,.09375,.208333333333333,.171875,.0915492957746479,1.25,576,.03402682,1,1,1,1,-.0146076605839713,0,2,6.5,1.5,5,-.439070555074253,-.679948864331729,1.02318627873091,-.442704753464194,-1.12848088254506,-1.06145430433241,.749011997314316,1.10147898054374,1.2572203002478,-1.09432522811254,-.329361773533354,-.611175927253573,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-1.36854597171387,-.885863931519074,-1.40333850614205,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,-1.00622186443698,1.16490360068253,-1.06594517447013,-.36213300510181,-.5670192886436,-.485064775226884,6.5,5,1.5,-1.39730051320911,-1.4682118532117,-.929009372356086,1.166666666666,4,5.166666666666,-.803280700988011,-1.11635990599755,-1.09977460083517
0,1,2,530,860,.071095571,3,1,0,.5,1,0,.66666666666666,1,0,1,1,1,1,0,.3333333333333,0,0,.5,.5,1,1,.5,1,1,0,1,0,1,.5,0,.5,0,1,1,1,0,1,1,0,0,0,1,1,0,.5,3,3,2,3,3,I learned about human respiration and vaccines from some of my classes.,3,3.4,Psychobiology,780,800,710,2290,laptop - faster to type notes and can keep up with what professor is saying,1,1,yes, ,6,6 hours, ,no,2,1, , ,1, , , , , , ,1,0,1,0,.5,.625,1,1.25,1.375,0,38,2290,.5,.5,2.5,.5,1.5,.5,0,1,2,2,.5,1,.5,.5,1.5,.5,1,0,2,.5,1.1,1.1,.8,.8,1.15007136324831,1.41787719724859,.5625,1.20833333333333,1.03125,.535211267605634,3,390,-.007904429,1,0,1,1,.774206010950531,0,1,38,9,29,-.439070555074253,.718436535897676,1.02318627873091,-.442704753464194,.93882023001648,1.54828672962772,-.762882589857173,1.10147898054374,1.2572203002478,1.47086724208675,-.329361773533354,-.08246024415326,-.42788708254032,-.298620682349039,.160713751881759,-.124699584108277,1.99576736004096,1.11764587689966,1.44086302114548,2.28253853408647,-.480968145714084,2.16642212835874,-.167458163297307,2.06350328654493,.394868130709127,-.58768747749615,.926216328027854,-.693753033171324,1.92479258255004,1.20203449904632,-.491033069583612,1.92479258255004,1.9851964073894,-.167458163297307,-.834670181524778,-.543036460691998,2.51129929413093,1.35244874252282,-.85056453383169,.157086657290335,.40965716165406,.72440226667387,.598504224665946,38,29,9,1.6343780410427,1.67358136396769,1.18061607736919,5.8333333333333,14.6666666666667,20.5,1.34443081843064,1.54474609237556,1.61127252236452
0,1,2,531,147,.020689655,3,1,0,0,0,0,.333333333333333,1,0,1,0,.5,1,0,.3333333333333,0,0,0,.5,0,0,0,.5,1,0,0,0,0,1,0,.5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,3,3,4,5,"Biology lessons that is related to vaccines, bread making and respiration.",3,3.5,Psychology, , , , ,"No, because I tend to understand the concept instead of just writing what the prof. said.",0,2,No, ,3,A few minutes, ,No,1,2, , ,1, , , , , , ,0,0,0,1,.125,0,1,.25,.5,0,15,2017,0,0,2,.5,.5,.5,0,.5,0,.5,0,0,1,.5,1,0,0,.5,0,0,.6,.3,.5,.1,-.920195385934069,-.248988942655347,.0625,.583333333333333,.46875,.211267605633803,3.5,-323,-.058310345,0,0,0,0,-1.59223500365298,0,2,15,1,14,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-.0948303262642907,1.54828672962772,-.762882589857173,1.10147898054374,-.788108247916533,.188271006987104,-.329361773533354,-.08246024415326,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-1.36854597171387,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,.926216328027854,-.693753033171324,-.514770109286638,1.20203449904632,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,-1.00622186443698,-.85056453383169,-1.06594517447013,-.45356071283401,-.154840892874329,-.274328820858201,15,14,1,-.57922852237926,-.290039396769428,-1.06965106900444,.3333333333333,7.33333333333333,7.66666666666663,-1.18680061516957,-.284764281505953,-.657756048139473
0,1,2,532,182,.077777778,3,1,0,0,0,0,.333333333333333,0,0,0,0,0,1,0,0,0,0,0,.5,0,.5,0,.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.5,0,0,0,.5,2,1,1,1,2, ,1,3.56,Math/Econ,550,800,660,2010,Yep. For math classes,3,1,Nope, ,3,2 Hours, , ,1,2, , ,1, , , , , , ,0,0,0,0,0,0,.375,.125,.25,0,6,2010,0,0,.5,0,0,0,0,.5,.5,.5,0,0,0,0,0,0,0,.5,0,.5,.1,.3,0,.2,-1.10994006549325,-1.09364113334074,0,.25,.1875,.0845070422535211,1.5,-288,-.001222222,0,0,0,1,-1.59223500365298,0,1,6,0,6,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-.0948303262642907,-1.06145430433241,-.762882589857173,-.89954116744405,-.788108247916533,-1.09432522811254,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-.125450047407105,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,.772318521873063,-.626025898536938,-1.00622186443698,-.85056453383169,.157086657290335,-.519650173221549,-.605170938760705,-.570962632545043,6,6,0,-1.44542239502264,-1.33730380249589,-1.35093446230114,0,2.83333333333333,2.83333333333333,-1.34020858084229,-1.40741837456961,-1.5123252500176
0,1,2,533,438,.098623853,4,1,0,1,1,0,.66666666666666,1,1,1,0,.5,1,0,0,1,0,0,.5,.5,1,0,1,1,.5,0,0,1,.5,0,.5,.5,0,1,1,0,0,0,0,0,.5,0,0,0,1,2,4,2,2,5,"I've learned about most of these things at least briefly/culturally, and have studied respiration in high school courses.",1,3.73,"Microbiology, Immunology and Molecular Genetics",790,740,770,2300,"I take handwritten notes in math and chemistry due to the complicated variation of symbols and diagrams needed, and prefer to type notes in a laptop in humanities classes where I can transcribe things more quickly.",3,3,Yes, ,6,Depends on the type of class... longer if a humanities class because it's more beneficial to do practice problems in science and math classes., ,I do like the tangible aspect of handwriting notes better if the lecture is not going too quickly.,2,1,1, ,1, , , , , , ,1,0,0,0,.375,.5,1,1,.875,0,30,2300,1,.5,2.5,1.5,.5,0,.5,.5,1.5,1,.5,1,.5,1,1,0,0,.5,0,1,1.2,.7,.8,.3,.660120141588164,.754138107466533,.4375,.958333333333333,.8125,.422535211267606,3.25,-32,.019623853,0,1,1,1,.774206010950531,0,1,30,7,23,-.439070555074253,2.11682193612708,1.02318627873091,-.442704753464194,.93882023001648,1.54828672962772,2.2609065844858,1.10147898054374,-.788108247916533,.188271006987104,-.329361773533354,-1.13989161035389,2.31562421139467,-.298620682349039,-1.29910282771089,-.124699584108277,.61894051039245,1.11764587689966,-.885863931519074,2.28253853408647,1.39137213581574,-.457355782653511,-.167458163297307,2.06350328654493,.394868130709127,-.58768747749615,.926216328027854,.656587692108575,-.514770109286638,1.20203449904632,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,.772318521873063,-.626025898536938,-1.00622186443698,-.85056453383169,1.3801184890508,.234473484378196,.327971560728634,.290572330188459,30,23,7,.864427932026366,.888133059672843,.618049290775786,4.5,11.1666666666667,15.6666666666667,.730798955739696,.671570686659383,.756703320486399
0,1,2,534,371,.062330623,4,1,0,0,0,0,.333333333333333,0,0,0,0,.5,1,0,0,0,0,.5,.5,0,0,.25,.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.5,0,0,3,2,3,2,2, ,1,3.8,business economic/ global studies,580,800,700,2080,"notebook for most of the time and laptop for some time. using laptop is faster and i can record the lecture, but writing in notebook is more easy to focus.",3,3,"yes. i will not use laptop for science class. but for humanities and histrory, i will use laptop definitely.", ,4,3 or 4 hours, ,"note-taking on laptop is somehow hard for me because i always spell a wrong word and the Word will underlined that word with red tags. I can't help to correct it first and then continue my note-taking, but it takes a long a time and i miss soemthing.",2,2, , ,1, , , , , , ,0,0,0,0,0,0,.625,.125,.375,0,9,2080,0,0,.5,0,.5,0,0,1,0,1,0,0,1,0,0,0,0,0,.5,0,.2,.4,.2,.1,-1.10994006549325,-.77874027288696,0,.375,.28125,.126760563380282,2.25,-99,-.016669377,0,0,0,1,-.803421332118473,0,1,9,0,9,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-.0948303262642907,-1.06145430433241,-.762882589857173,-.89954116744405,-.788108247916533,.188271006987104,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,.160713751881759,-.124699584108277,-.757886339256061,-1.36854597171387,.277499544813204,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,.173113439042921,-.85056453383169,-1.06594517447013,-.519650173221549,-.445361338767759,-.475076872549275,9,9,0,-1.15669110414151,-.944579650348468,-1.35093446230114,0,4.08333333333333,4.08333333333333,-1.34020858084229,-1.09557001538526,-1.2913159736698
0,1,2,565,609,.126853377,1,1,0,0,1,0,.333333333333333,.333333333333333,0,0,1,1,1,0,.3333333333333,0,0,.5,.5,.5,1,.25,.5,1,0,0,0,.5,0,0,0,.5,0,.5,1,0,0,1,0,0,0,.5,0,0,1,3,1,1,2,1,Knowledge of echolocation. Knowledge of how to bake bread.,4,3.9,Psychology, , , ,1870,Notebook. I am more engaged that way and don't get distracted,2,2,No, ,7,"3 hours during a normal week, 6+ during exam week", ,No,2,1,1, , , , , , , , ,1,0,0,0,.125,.5,.5,.625,1,0,22,1870,0,.5,1,0,1.5,.5,0,1,1.5,1,0,.5,0,.5,.5,0,1,0,.5,1,.6,.8,.3,.5,.280630782469793,.116817971110182,.3125,.708333333333333,.5625,.309859154929577,1.75,139,.047853377,1,1,1,1,1.56301968248503,0,2,22,5,17,-.439070555074253,-.679948864331729,1.02318627873091,-.442704753464194,-.0948303262642907,-.191540626345698,-.762882589857173,-.89954116744405,1.2572203002478,1.47086724208675,-.329361773533354,-.08246024415326,-.42788708254032,-.298620682349039,.160713751881759,-.124699584108277,.61894051039245,1.11764587689966,.277499544813204,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,.732604717116544,-.871032641270133,-.58768747749615,-.876597596169219,.656587692108575,-.514770109286638,.0321973526530264,-.491033069583612,-.514770109286638,1.9851964073894,-.167458163297307,-.834670181524778,-.543036460691998,.942636697796998,-1.00622186443698,-.85056453383169,1.3801184890508,-.0773818741276095,.00816467971567347,-.0260539418216397,22,17,5,.0944778230100322,.102684755377996,.0554825041823777,2.8333333333333,8.41666666666667,11.25,-.0362408726240192,-.0144957035461838,-.0241961226091366
0,1,2,566,303,.056478405,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.5,0,0,0,0,1,0,0,0,0,0,0,.5,0,0,.5,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2, ,4,3.65,business economics, , , , ,in notebook because it is eaier to read and write graph.,2,2,Yes......math better to use notebook for drawing graph, ,4,3 hours, ,"if we use laptop taking notes, maybe many distarction in internet",2,2, , ,1, , , , , , ,1,0,0,0,0,.125,.375,.125,.125,0,6,2017,0,.5,0,0,0,0,0,.5,0,0,0,0,0,.5,.5,0,0,1,0,0,.1,.1,.2,.2,-.809733523392288,-1.20342893547677,.0625,.208333333333333,.15625,.0845070422535211,1.75,-167,-.022521595,0,0,0,0,-.803421332118473,0,2,6,1,5,-.439070555074253,-.679948864331729,1.02318627873091,-.442704753464194,-1.12848088254506,-1.06145430433241,-.762882589857173,-.89954116744405,-.788108247916533,-1.09432522811254,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-1.36854597171387,-.885863931519074,-1.40333850614205,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,.926216328027854,-.693753033171324,-.514770109286638,.0321973526530264,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,2.08767350443812,-.626025898536938,-1.00622186443698,-.85056453383169,-1.06594517447013,-.395177735295579,-.649117221231823,-.547541426857326,6,5,1,-1.44542239502264,-1.4682118532117,-1.06965106900444,1,2.5,3.5,-.879984683824074,-1.49057793701877,-1.39445363596544
0,1,2,567,903,.238623751,4,1,0,0,0,0,.333333333333333,.333333333333333,0,1,0,1,1,0,0,0,0,0,.5,0,.5,0,.5,1,.5,0,0,0,0,.5,0,0,0,0,1,.5,0,.5,0,1,0,0,.5,1,.5,3,3,1,3,4,"I saw 10 minute lectures on respiration, vaccines, bats, and bread that were a quick over view of the history of each topic and what the uses were, as well as relavent information pertaining to each topic. The speaker just spoke about the topics and I took notes.",1,3.7,Psychobiology,620,710,690,2020,"Depends on the class. Lecture classes where the teacher just talks (like a humanities or GE class) I use a laptop because I type faster than I write. Classes like science and math I use a notebook because I can not type everything that we learn in these classes (numbers, graphs, etc.)",3,3,Yes!, ,6,I review the notes at least twice., ,"Laptops are good for classes that are just words, notebooks are better for science and math classes.",1,1,1, ,1, , , , , , ,0,0,0,1,.25,.125,.625,.375,.625,0,16,2020,0,0,1,.5,1,0,0,.5,.5,.5,.5,0,.5,0,0,.5,.5,.5,.5,1,.5,.3,.2,.6,-.430244164273918,-.334576787376968,.1875,.541666666666667,.46875,.225352112676056,3.25,433,.159623751,1,1,1,1,.774206010950531,0,1,16,3,13,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-.0948303262642907,-.191540626345698,-.762882589857173,1.10147898054374,-.788108247916533,1.47086724208675,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-.125450047407105,-.885863931519074,.439600013972209,1.39137213581574,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,1.19169960714497,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,1.18154832368557,-.514770109286638,.63699448586015,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,.173113439042921,1.16490360068253,.157086657290335,-.213829948451033,-.141974334670724,-.170716580182848,16,13,3,-.482984758752218,-.420947447485236,-.50708428241103,1.5,7.66666666666667,9.16666666666667,-.649872735314964,-.201604719056793,-.392544916522117
0,1,2,568,1203,.083263947,1,1,0,0,0,0,1,.66666666666666,.5,1,1,1,1,0,.166666666666,0,0,1,1,0,.5,0,0,1,.5,0,0,0,1,0,.5,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3,1,1,3,"biology classes, but only vague memories left",1, ,engineering,660,740,750,2150,Notebook because I tend to remember them more. Notes on laptop make me more disconnected with whatever I am learning and hurts my eyes.,2,2,"sometimes, but I don't like carrying around my laptop in general", ,5,a long time, ,I don't remember much of the notes I took watching the lectures last week,2,1, , ,1, , , , , , ,0,0,0,0,.1875,0,1.375,.75,1.125,0,27.5,2150,0,0,2.5,1,1.5,.25,0,2,.5,0,.5,0,1,.5,1.5,0,0,0,1,1.5,1,.55,.7,.5,-.825323046154476,1.05679541797728,.09375,1.08333333333333,.859375,.387323943661972,2,733,.004263947,1,1,1,1,-.0146076605839713,0,2,27.5,1.5,26,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,1.97247078629725,.678373051641013,.749011997314316,1.10147898054374,1.2572203002478,1.47086724208675,-.329361773533354,-.611175927253573,-.42788708254032,-.298620682349039,1.62053033147441,1.57433224936699,-.757886339256061,-.125450047407105,-.885863931519074,-1.40333850614205,1.39137213581574,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,.926216328027854,-.693753033171324,1.92479258255004,1.20203449904632,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,1.35244874252282,1.16490360068253,1.3801184890508,-.369584175432166,.565744008658148,.191612735022022,27.5,26,1.5,.623818522958762,1.28085721182027,-.929009372356086,.666666666666,14.1666666666667,14.8333333333327,-1.03339264949712,1.42000674870182,.609363802921087
0,1,2,569,540,.117100372,3,1,0,0,1,0,0,0,0,0,0,.5,1,0,0,1,0,.5,.5,0,.5,0,.5,1,0,0,0,.5,.5,.5,.5,.5,1,.5,1,0,0,0,0,1,1,.5,0,1,1,2,3,1,1,3,"I learned about human respiration, bats, and vaccines somewhat in various science classes.",1,2.6,Biochemistry,800,750,650,2200,Notebook. I find I learn material better when I can write them down.,2,2,No, ,6,45 minutes, ,I generally think taking notes in a notebook is more beneficial,1,1, , ,1, , , , , , ,1,0,0,1,0,.375,.875,.5,.875,0,21,2200,0,.5,0,0,.5,0,.5,1,.5,.5,0,.5,1,1,1,0,0,1.5,.5,1.5,.2,.5,.7,.7,-.209320439190357,.202405815831804,.1875,.75,.5625,.295774647887324,2.25,70,.038100372,1,1,1,1,.774206010950531,0,2,21,3,18,-.439070555074253,-.679948864331729,1.02318627873091,-.442704753464194,-1.12848088254506,-1.06145430433241,-.762882589857173,-.89954116744405,-.788108247916533,.188271006987104,-.329361773533354,-1.13989161035389,2.31562421139467,-.298620682349039,.160713751881759,-.124699584108277,-.757886339256061,-.125450047407105,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,.732604717116544,.394868130709127,1.19169960714497,.926216328027854,.656587692108575,1.92479258255004,.0321973526530264,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,2.08767350443812,.942636697796998,-1.00622186443698,1.16490360068253,1.3801184890508,-.140527118835368,.214032344982133,.0722085594551326,21,18,3,-.00176594061700954,.233592806093804,-.50708428241103,2.5,10.5,13,-.189648838296744,.505251561761065,.285216864277778
0,1,2,570,463,.05856833,3,1,0,0,1,1,.333333333333333,0,.5,0,1,1,1,0,0,0,0,.5,.5,.5,0,0,.5,1,0,0,0,0,.5,1,0,0,0,.5,1,0,0,.75,0,0,.5,0,1,0,.5,2,1,1,3,2, ,2,3.3,Psychology,680,770,690,2140,"no, I can't pay attention to the professor when i take notes",0,0,"yes, I can't take notes using a laptop in math course", ,5,about 1/3 of my study time, ,laptop can distract me because I get to go on Facebook when I take notes,2,1, , ,1, , , , , , ,1,1,0,0,0,.4375,.875,.5,.75,0,20.5,2140,0,1,.5,.5,1.5,0,0,1,.5,.5,0,0,1.5,0,.5,0,.75,.5,1,.5,.7,.4,.4,.55,-.0592171681398747,.0926180136957722,.21875,.708333333333333,.53125,.288732394366197,2,-7,-.02043167,0,0,1,0,-.0146076605839713,0,1,20.5,3.5,17,-.439070555074253,-.679948864331729,1.02318627873091,2.23811847584676,-.0948303262642907,-1.06145430433241,.749011997314316,-.89954116744405,1.2572203002478,1.47086724208675,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,.160713751881759,-.124699584108277,.61894051039245,-1.36854597171387,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,.394868130709127,2.97108669178609,-.876597596169219,-.693753033171324,-.514770109286638,.0321973526530264,-.491033069583612,-.514770109286638,1.31109544662478,-.167458163297307,-.834670181524778,.772318521873063,-.626025898536938,1.35244874252282,-.85056453383169,.157086657290335,-.101232353320278,.0643768031177997,-.00186685945743128,20.5,17,3.5,-.0498878224305304,.102684755377996,-.366442585762678,2.75,8.83333333333333,11.5833333333333,-.0745928640421889,.0894537495152657,.034739684416947
0,1,2,571,450,.178571429,3,1,0,0,0,0,0,.333333333333333,.5,0,0,0,1,0,0,0,0,0,.5,.5,.5,0,.5,1,0,1,0,0,0,0,0,0,0,1,1,.5,0,0,0,0,0,0,.5,1,1,3,3,1,2,3, ,1,3.7,Pre - Business Economics,730,740,680,2150,Yes. I type faster than I write,1,1,It is easier to take notes on a laptop in a humanities course as opposed to a math or science course which involves more calculations and numbers which you can't type out as quickly., ,5,I try to start a couple days in advance, ,Note-taking on a laptop can become distracting when there is wifi available in the area.,2,1, , ,1, , , , , , ,0,0,0,0,.25,0,.25,.5,.75,0,14,2150,0,0,.5,.5,0,0,0,.5,1,.5,.5,0,0,0,1,.5,0,0,.5,1.5,.2,.4,.3,.5,-.730450706374884,-.42016463209859,.125,.5,.4375,.197183098591549,2.75,-20,.099571429,0,1,1,1,-.0146076605839713,0,1,14,2,12,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-1.12848088254506,-.191540626345698,.749011997314316,-.89954116744405,-.788108247916533,-1.09432522811254,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,.61894051039245,-.125450047407105,-.885863931519074,.439600013972209,-.480968145714084,2.16642212835874,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,1.20203449904632,1.18154832368557,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,.173113439042921,1.16490360068253,1.3801184890508,-.25112771670396,-.264873474656452,-.259375171475456,14,12,2,-.675472286006301,-.551855498201044,-.788367675707734,1.5,6.33333333333333,7.83333333333333,-.649872735314964,-.534242968853432,-.628288144626428
0,1,2,572,490,.108606557,4,1,0,.5,1,0,0,0,.5,0,1,1,1,0,.166666666666,0,0,.5,1,.5,.5,.25,.5,1,0,0,0,0,0,0,.5,0,0,.5,1,.5,0,.75,0,1,0,0,1,1,1,1,2,1,2,2,"I have had a little experience with vaccines through a psychology class, but only analyzing the effects of a vaccine used as a placebo. I have a little knowlegde about bead because of watching a show on the food network. I only have had a little knowledge about human respiration through highschool biology.",4,2.7,Psychology,660,500,500,1660,Notebook,2,2,No, ,5,3 hours, ,I think note-taking in a notebook is better because you can draw graphs and diagrams quickly.,2,1,1, , ,1, , , , , ,1,0,0,1,.3125,.3125,.5,.75,1.125,0,24,1660,.5,.5,0,.5,1.5,.25,0,1.5,1,1,0,0,0,.5,.5,.5,.75,.5,1,1.5,.6,.75,.2,.85,.114937988657123,.338899713865178,.3125,.791666666666667,.671875,.338028169014085,1.75,20,.029606557,1,1,1,1,-.0146076605839713,0,2,24,5,19,-.439070555074253,.718436535897676,1.02318627873091,-.442704753464194,-1.12848088254506,-1.06145430433241,.749011997314316,-.89954116744405,1.2572203002478,1.47086724208675,-.329361773533354,-.611175927253573,-.42788708254032,-.298620682349039,.160713751881759,1.57433224936699,.61894051039245,-.125450047407105,.277499544813204,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,.926216328027854,-.693753033171324,-.514770109286638,.0321973526530264,1.18154832368557,-.514770109286638,1.31109544662478,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,1.35244874252282,1.16490360068253,1.3801184890508,-.0438036503647809,.230830190884229,.120976654384625,24,19,5,.286965350264116,.364500856809612,.0554825041823777,2.916666666666,10.75,13.666666666666,.00211111879387426,.567621233597935,.403088478329816
